1;66.67
2;70.42
3;68.65
4;65.79
5;64.94
6;65.5
7;62.76
8;63.83
9;67.26
10;66.23
11;65.08
12;66.08
13;66.52
14;66.23
15;65.5
16;65.22
17;64.38
18;63.42
19;63.69
20;69.77
21;74.44
22;72.82
23;72.46
24;74.63
25;76.14
26;73.53
27;68.65
28;68.18
29;68.34
30;67.11
31;66.52
32;65.79
33;66.82
34;66.08
35;65.65
36;67.42
37;72.46
38;77.32
39;77.92
