1;81.52
2;60.98
3;57.92
4;78.13
5;58.82
6;64.38
7;49.18
8;62.24
9;80.65
10;61.48
11;62.5
12;58.37
13;97.4
14;100.67
15;71.43
16;34.01
17;64.94
18;69.77
19;66.96
20;35.71
21;63.03
22;105.63
23;89.82
24;60.98
25;58.14
26;85.23
27;66.96
28;66.67
29;61.73
30;59.29
31;63.56
